node_a,node_b,tech,start_time,end_time,duration,min_dist_m,max_dist_m,start_lat_a,start_lon_a,start_lat_b,start_lon_b,end_lat_a,end_lon_a,end_lat_b,end_lon_b
ESC1,P_33,bluetooth,1737.0,1745.0,8.0,8.24,41.24,38.9099,-77.0561761,38.9099,-77.0557,38.9095447,-77.0557513,38.9099,-77.0557
V08,WIS_P,bluetooth,1738.0,1746.0,8.0,6.89,39.89,38.9102583,-77.0594077,38.9099,-77.0594,38.9099292,-77.0589435,38.9099,-77.0594
COI,EDGE_2,wifi,1738.0,1750.0,12.0,3.23,62.77,38.9063,-77.0556299,38.9063,-77.056302,38.9063,-77.0570266,38.9063,-77.056302
ESC2,V02,bluetooth,1755.0,1759.0,4.0,11.07,33.7,38.9062996,-77.0626496,38.9062643,-77.0630127,38.9062999,-77.0630306,38.9062716,-77.0626433
ESC1,O_33,wifi,1753.0,1765.0,12.0,6.89,61.89,38.9086557,-77.0557197,38.9081,-77.0557,38.9081216,-77.0564106,38.9081,-77.0557
V03,V07,bluetooth,1765.0,1769.0,4.0,2.99,41.1,38.9066537,-77.0538089,38.9068775,-77.0538004,38.9069502,-77.0538071,38.906581,-77.0538002
COI,WIS_N,wifi,1762.0,1774.0,12.0,7.6,62.6,38.9063,-77.0586773,38.9063,-77.0594,38.9068528,-77.059361,38.9063,-77.0594
V08,P_33,bluetooth,1767.0,1775.0,8.0,4.93,39.07,38.9099002,-77.056151,38.9099,-77.0557,38.9099,-77.0552622,38.9099,-77.0557
V00,P_33,bluetooth,1768.0,1776.0,8.0,6.88,39.88,38.9102582,-77.0557075,38.9099,-77.0557,38.9099291,-77.0552435,38.9099,-77.0557
V08,EDGE_3,bluetooth,1770.0,1778.0,8.0,3.22,40.78,38.9099,-77.0557701,38.9099,-77.0552994,38.9099,-77.0548812,38.9099,-77.0552994
V00,EDGE_3,bluetooth,1770.0,1779.0,9.0,5.83,39.3,38.9100606,-77.0557034,38.9099,-77.0552994,38.9099214,-77.0548627,38.9099,-77.0552994
ESC2,EDGE_0,wifi,1772.0,1787.0,15.0,0.8,63.14,38.9049571,-77.0630856,38.9044685,-77.0631,38.9041108,-77.0625343,38.9044685,-77.0631
COI,V05,wifi,1781.0,1788.0,7.0,11.21,59.51,38.907643,-77.0593857,38.9081066,-77.0597278,38.9082354,-77.0593983,38.9077449,-77.0594353
ESC1,V05,wifi,1783.0,1790.0,7.0,35.03,62.95,38.9081004,-77.0588223,38.9081015,-77.0594739,38.9081,-77.0595842,38.9075474,-77.0594305
V05,WIS_O,wifi,1778.0,1790.0,12.0,6.41,61.58,38.9081143,-77.0601086,38.9081,-77.0594,38.9075474,-77.0594305,38.9081,-77.0594
V06,EDGE_3,bluetooth,1787.0,1790.0,3.0,35.49,42.43,38.9100606,-77.0557034,38.9099,-77.0552994,38.9099346,-77.0557871,38.9099,-77.0552994
COI,ESC1,wifi,1783.0,1791.0,8.0,16.18,57.19,38.9078406,-77.0593919,38.9081004,-77.0588223,38.9085318,-77.0593986,38.9081,-77.0597111
COI,WIS_O,wifi,1780.0,1792.0,12.0,4.08,61.88,38.9075443,-77.0593826,38.9081,-77.0594,38.9086307,-77.0593987,38.9081,-77.0594
V01,WIS_Q,wifi,1780.0,1792.0,12.0,6.11,61.56,38.9116994,-77.0601054,38.9117,-77.0594,38.9111474,-77.0594265,38.9117,-77.0594
V06,P_33,bluetooth,1785.0,1793.0,8.0,6.88,39.88,38.9102582,-77.0557075,38.9099,-77.0557,38.9099271,-77.0561567,38.9099,-77.0557
ESC1,WIS_O,wifi,1782.0,1794.0,12.0,4.95,61.04,38.9081005,-77.0586953,38.9081,-77.0594,38.9081,-77.0600921,38.9081,-77.0594
V02,M_36,bluetooth,1786.0,1794.0,8.0,7.23,40.23,38.9046614,-77.0612022,38.9043,-77.0612,38.9042893,-77.0616574,38.9043,-77.0612
V03,V08,bluetooth,1790.0,1794.0,4.0,8.32,35.94,38.909124,-77.0538002,38.9094463,-77.0538247,38.9094204,-77.0538001,38.9091499,-77.0538193
V00,V03,bluetooth,1791.0,1795.0,4.0,3.0,41.17,38.9094459,-77.0538122,38.9092228,-77.0538001,38.9091495,-77.0538095,38.9095192,-77.0538001
ESC2,V02,bluetooth,1792.0,1796.0,4.0,6.07,43.15,38.9042171,-77.0617848,38.9043058,-77.0615321,38.9042702,-77.06141,38.9042565,-77.0619078
N_33,EDGE_2,wifi,0.0,1800.0,1800.0,52.15,52.15,38.9063,-77.0557,38.9063,-77.056302,38.9063,-77.0557,38.9063,-77.056302
P_33,EDGE_3,bluetooth,0.0,1800.0,1800.0,34.71,34.71,38.9099,-77.0557,38.9099,-77.0552994,38.9099,-77.0557,38.9099,-77.0552994
V00,V08,wifi,1767.0,1800.0,33.0,7.71,63.62,38.910357,-77.0557096,38.9099002,-77.056151,38.9086554,-77.053805,38.908557,-77.0538084
ESC2,M_36,wifi,1791.0,1800.0,9.0,3.45,62.49,38.9041994,-77.0619097,38.9043,-77.0612,38.9043303,-77.0609089,38.9043,-77.0612
V05,WIS_N,wifi,1796.0,1800.0,4.0,28.88,61.88,38.9068558,-77.0594136,38.9063,-77.0594,38.9065594,-77.0594063,38.9063,-77.0594
