node_a,node_b,tech,start_time,end_time,duration,min_dist_m,max_dist_m,start_lat_a,start_lon_a,start_lat_b,start_lon_b,end_lat_a,end_lon_a,end_lat_b,end_lon_b
V00,P_33,bluetooth,718.0,726.0,8.0,6.88,39.88,38.9102582,-77.0557075,38.9099,-77.0557,38.9099271,-77.0561567,38.9099,-77.0557
V07,M_36,wifi,720.0,732.0,12.0,2.78,63.22,38.9043731,-77.0605398,38.9043,-77.0612,38.9042244,-77.0619233,38.9043,-77.0612
COI,EDGE_2,wifi,727.0,734.0,7.0,52.16,62.08,38.9066025,-77.0557,38.9063,-77.056302,38.9060096,-77.0557,38.9063,-77.056302
V01,WIS_N,wifi,722.0,734.0,12.0,6.88,61.88,38.9068558,-77.0594118,38.9063,-77.0594,38.906324,-77.0586896,38.9063,-77.0594
COI,N_33,wifi,725.0,736.0,11.0,0.68,55.68,38.9068002,-77.0557,38.9063,-77.0557,38.905812,-77.0557,38.9063,-77.0557
V03,WIS_P,bluetooth,730.0,738.0,8.0,4.09,39.88,38.9095418,-77.0593934,38.9099,-77.0594,38.9102332,-77.0593991,38.9099,-77.0594
ESC2,WIS_N,wifi,734.0,746.0,12.0,7.68,62.68,38.9057376,-77.0594338,38.9063,-77.0594,38.9062747,-77.0601112,38.9063,-77.0594
V05,V08,wifi,741.0,747.0,6.0,40.9,59.12,38.9062851,-77.0624181,38.9063068,-77.0631,38.906299,-77.0630528,38.9058128,-77.0631
ESC2,EDGE_1,bluetooth,740.0,749.0,9.0,3.19,44.51,38.9062602,-77.0594883,38.9063,-77.0599786,38.9062835,-77.0604919,38.9063,-77.0599786
V07,EDGE_0,wifi,736.0,749.0,13.0,9.48,58.71,38.9041579,-77.0625524,38.9044685,-77.0631,38.9049587,-77.0630201,38.9044685,-77.0631
V06,WIS_N,bluetooth,746.0,754.0,8.0,6.58,39.64,38.9059446,-77.0593874,38.9063,-77.0594,38.9062751,-77.0589435,38.9063,-77.0594
V00,WIS_P,bluetooth,747.0,755.0,8.0,6.05,39.6,38.9099003,-77.0589493,38.9099,-77.0594,38.909545,-77.0593697,38.9099,-77.0594
V07,V08,wifi,749.0,755.0,6.0,8.93,58.98,38.9050574,-77.063026,38.9055163,-77.0631,38.905551,-77.0630554,38.9050223,-77.0631
V01,EDGE_2,wifi,746.0,758.0,12.0,2.09,63.91,38.9063007,-77.0570398,38.9063,-77.056302,38.9063,-77.0556431,38.9063,-77.056302
COI,V04,wifi,755.0,761.0,6.0,9.19,56.71,38.905075,-77.0542353,38.9051281,-77.0535842,38.9051242,-77.0536054,38.9050583,-77.054212
V01,N_33,wifi,751.0,763.0,12.0,4.93,61.07,38.9063004,-77.0564049,38.9063,-77.0557,38.9063,-77.0550082,38.9063,-77.0557
ESC2,V07,wifi,763.0,768.0,5.0,53.94,62.7,38.9062994,-77.0623957,38.9064388,-77.0630969,38.9062998,-77.0629036,38.906834,-77.0630976
V08,EDGE_0,wifi,754.0,768.0,14.0,4.36,61.64,38.9050223,-77.0631,38.9044685,-77.0631,38.9042316,-77.0625212,38.9044685,-77.0631
V00,WIS_O,wifi,763.0,775.0,12.0,4.09,61.88,38.9086558,-77.0593884,38.9081,-77.0594,38.9075692,-77.0593991,38.9081,-77.0594
V06,EDGE_2,bluetooth,770.0,778.0,8.0,2.1,41.9,38.9062995,-77.0567857,38.9063,-77.056302,38.9062999,-77.0558969,38.9063,-77.056302
ESC1,V03,bluetooth,780.0,784.0,4.0,33.06,40.07,38.9099018,-77.0611282,38.9102583,-77.0611923,38.9099014,-77.0607473,38.9099619,-77.0611987
V08,M_36,wifi,772.0,784.0,12.0,4.71,61.17,38.9042644,-77.0618877,38.9043,-77.0612,38.9043795,-77.0605014,38.9043,-77.0612
COI,V01,wifi,781.0,789.0,8.0,2.84,63.72,38.9061463,-77.0520122,38.9063,-77.0525956,38.9062839,-77.05271,38.9060427,-77.0520429
V04,N_33,wifi,780.0,792.0,12.0,6.04,61.59,38.905752,-77.0556751,38.9063,-77.0557,38.9062808,-77.0564106,38.9063,-77.0557
V00,WIS_N,wifi,781.0,793.0,12.0,1.71,64.29,38.9068775,-77.0593996,38.9063,-77.0594,38.9057905,-77.0594,38.9063,-77.0594
ESC2,EDGE_0,wifi,782.0,797.0,15.0,0.8,63.14,38.9049571,-77.0630856,38.9044685,-77.0631,38.9041108,-77.0625343,38.9044685,-77.0631
V04,EDGE_2,wifi,783.0,797.0,14.0,2.87,64.39,38.9060483,-77.0556886,38.9063,-77.056302,38.906292,-77.0570453,38.9063,-77.056302
COI,V06,bluetooth,794.0,798.0,4.0,26.83,39.69,38.9062952,-77.0534717,38.9063672,-77.0538316,38.906299,-77.0538522,38.9066549,-77.0538264
ESC1,WIS_P,bluetooth,790.0,798.0,8.0,4.28,39.71,38.9099005,-77.0598584,38.9099,-77.0594,38.9099001,-77.0589696,38.9099,-77.0594
V05,WIS_O,wifi,788.0,800.0,12.0,6.06,61.56,38.9080997,-77.0601048,38.9081,-77.0594,38.9086526,-77.0594262,38.9081,-77.0594
V00,V08,wifi,796.0,802.0,6.0,6.88,60.63,38.9053953,-77.0594,38.9049513,-77.059457,38.9049012,-77.0594,38.9054451,-77.0594361
ESC2,M_36,wifi,801.0,813.0,12.0,3.45,62.49,38.9041994,-77.0619097,38.9043,-77.0612,38.9043727,-77.0605319,38.9043,-77.0612
V04,V08,wifi,809.0,815.0,6.0,38.21,61.69,38.9062995,-77.0586954,38.9062352,-77.0594027,38.9063,-77.0593303,38.9067287,-77.059402
V08,WIS_N,wifi,804.0,816.0,12.0,3.73,62.22,38.9057414,-77.0594236,38.9063,-77.0594,38.9068275,-77.0594019,38.9063,-77.0594
COI,N_33,wifi,806.0,818.0,12.0,4.92,61.08,38.9062996,-77.054995,38.9063,-77.0557,38.9063,-77.0563917,38.9063,-77.0557
V04,WIS_N,wifi,809.0,821.0,12.0,6.04,61.55,38.9062995,-77.0586954,38.9063,-77.0594,38.9057474,-77.0593741,38.9063,-77.0594
COI,EDGE_2,wifi,811.0,823.0,12.0,3.23,62.77,38.9063,-77.0556299,38.9063,-77.056302,38.9063,-77.0570266,38.9063,-77.056302
ESC1,EDGE_3,bluetooth,822.0,825.0,3.0,40.73,43.46,38.9099,-77.0557952,38.9099,-77.0552994,38.9097423,-77.0557583,38.9099,-77.0552994
ESC1,P_33,bluetooth,819.0,827.0,8.0,8.24,41.24,38.9099,-77.0561761,38.9099,-77.0557,38.9095447,-77.0557513,38.9099,-77.0557
ESC2,V04,wifi,824.0,830.0,6.0,12.19,56.73,38.9048492,-77.0594873,38.9053522,-77.0593823,38.9053428,-77.0594576,38.9048582,-77.0593926
V08,WIS_O,wifi,822.0,834.0,12.0,9.65,64.65,38.9075192,-77.0594009,38.9081,-77.0594,38.9080617,-77.0601109,38.9081,-77.0594
V07,V08,bluetooth,834.0,839.0,5.0,5.41,44.35,38.9081292,-77.0607433,38.9080661,-77.0602378,38.9081182,-77.0602356,38.908084,-77.0607452
COI,ESC2,wifi,836.0,844.0,8.0,25.57,63.29,38.9063,-77.0588043,38.9060337,-77.059416,38.9065564,-77.0593518,38.9062717,-77.0599843
ESC2,WIS_N,wifi,833.0,845.0,12.0,7.68,62.68,38.9057376,-77.0594338,38.9063,-77.0594,38.9062747,-77.0601112,38.9063,-77.0594
COI,WIS_N,wifi,835.0,847.0,12.0,7.6,62.6,38.9063,-77.0586773,38.9063,-77.0594,38.9068528,-77.059361,38.9063,-77.0594
ESC1,O_33,wifi,835.0,847.0,12.0,6.89,61.89,38.9086557,-77.0557197,38.9081,-77.0557,38.9081216,-77.0564106,38.9081,-77.0557
ESC2,EDGE_1,bluetooth,839.0,848.0,9.0,3.19,44.51,38.9062602,-77.0594883,38.9063,-77.0599786,38.9062835,-77.0604919,38.9063,-77.0599786
V00,V06,bluetooth,845.0,849.0,4.0,2.79,41.24,38.9060423,-77.0557147,38.9062638,-77.0556996,38.9063378,-77.0557033,38.9059673,-77.0556997
V07,WIS_O,wifi,839.0,851.0,12.0,6.42,61.58,38.9081154,-77.0601087,38.9081,-77.0594,38.9075474,-77.0594307,38.9081,-77.0594
V00,EDGE_2,wifi,844.0,852.0,8.0,52.04,64.14,38.9059435,-77.0557204,38.9063,-77.056302,38.9066342,-77.0557027,38.9063,-77.056302
V04,M_36,wifi,841.0,853.0,12.0,2.8,63.15,38.9043989,-77.0604822,38.9043,-77.0612,38.9042323,-77.0618614,38.9043,-77.0612
V00,N_33,wifi,842.0,854.0,12.0,4.21,61.72,38.9057461,-77.0557316,38.9063,-77.0557,38.9068318,-77.0557023,38.9063,-77.0557
COI,V07,wifi,849.0,855.0,6.0,11.38,55.6,38.9071491,-77.0593703,38.9076461,-77.0594331,38.907643,-77.0593857,38.9071522,-77.059421
V05,WIS_Q,wifi,852.0,864.0,12.0,6.41,61.56,38.9116858,-77.0601086,38.9117,-77.0594,38.9111474,-77.0594276,38.9117,-77.0594
COI,WIS_O,wifi,853.0,865.0,12.0,4.08,61.88,38.9075443,-77.0593826,38.9081,-77.0594,38.9086307,-77.0593987,38.9081,-77.0594
V07,WIS_N,wifi,857.0,869.0,12.0,4.09,61.88,38.9068558,-77.0594137,38.9063,-77.0594,38.9057692,-77.059401,38.9063,-77.0594
V00,O_33,wifi,860.0,872.0,12.0,9.17,64.17,38.9075235,-77.0557011,38.9081,-77.0557,38.9080644,-77.0564109,38.9081,-77.0557
V04,EDGE_0,wifi,857.0,872.0,15.0,4.86,64.89,38.9041651,-77.0624904,38.9044685,-77.0631,38.9050507,-77.0630631,38.9044685,-77.0631
V02,V03,bluetooth,870.0,874.0,4.0,8.59,35.49,38.9116783,-77.0618817,38.9116699,-77.0615297,38.9116904,-77.0615011,38.9116772,-77.0619105
ESC1,WIS_O,wifi,864.0,876.0,12.0,4.95,61.04,38.9081005,-77.0586953,38.9081,-77.0594,38.9081,-77.0600921,38.9081,-77.0594
ESC2,V04,wifi,873.0,879.0,6.0,10.4,55.59,38.9057476,-77.0630724,38.9052483,-77.063069,38.9052536,-77.0630807,38.9057422,-77.0630835
V02,V08,bluetooth,874.0,880.0,6.0,8.13,44.34,38.9116945,-77.0613742,38.91132,-77.0611997,38.9113463,-77.0612089,38.9116467,-77.0609966
COI,V05,wifi,874.0,881.0,7.0,15.17,59.82,38.9096188,-77.0593997,38.9100606,-77.0594036,38.9102117,-77.0593999,38.9099245,-77.0599837
COI,WIS_P,bluetooth,873.0,881.0,8.0,1.7,42.3,38.90952,-77.0593996,38.9099,-77.0594,38.9102117,-77.0593999,38.9099,-77.0594
V01,N_33,wifi,881.0,893.0,12.0,4.07,61.9,38.9062893,-77.0550183,38.9063,-77.0557,38.9062996,-77.0564145,38.9063,-77.0557
COI,V08,wifi,890.0,896.0,6.0,27.27,57.63,38.9111998,-77.0594,38.9116933,-77.0596011,38.9116215,-77.0594873,38.9116982,-77.0589672
ESC2,EDGE_0,wifi,881.0,896.0,15.0,0.8,63.14,38.9049571,-77.0630856,38.9044685,-77.0631,38.9041108,-77.0625343,38.9044685,-77.0631
V01,EDGE_2,wifi,886.0,898.0,12.0,1.26,64.74,38.9062993,-77.0556531,38.9063,-77.056302,38.9062998,-77.0570494,38.9063,-77.056302
V08,WIS_Q,wifi,886.0,898.0,12.0,4.5,61.44,38.9116764,-77.0601085,38.9117,-77.0594,38.9116985,-77.0587133,38.9117,-77.0594
COI,WIS_Q,wifi,890.0,901.0,11.0,11.56,61.84,38.9111998,-77.0594,38.9117,-77.0594,38.9116501,-77.060111,38.9117,-77.0594
V00,WIS_O,wifi,889.0,901.0,12.0,6.1,61.56,38.9080991,-77.0586947,38.9081,-77.0594,38.9086526,-77.0593734,38.9081,-77.0594
V07,M_36,wifi,889.0,901.0,12.0,2.45,63.5,38.9044078,-77.0604802,38.9043,-77.0612,38.9042335,-77.0618572,38.9043,-77.0612
ESC2,V07,wifi,898.0,904.0,6.0,5.92,60.97,38.904164,-77.0621595,38.9042605,-77.0616056,38.9042525,-77.0615349,38.904193,-77.0622345
V06,WIS_N,bluetooth,902.0,910.0,8.0,6.53,39.67,38.9059451,-77.0593864,38.9063,-77.0594,38.9062732,-77.0598566,38.9063,-77.0594
COI,V05,wifi,904.0,911.0,7.0,3.62,61.93,38.9116733,-77.060618,38.9113418,-77.0611921,38.911697,-77.0613778,38.9116703,-77.0608702
ESC1,V03,bluetooth,907.0,911.0,4.0,8.41,35.91,38.9089491,-77.0630705,38.9092709,-77.0630997,38.9092455,-77.0630797,38.9089745,-77.0630998
ESC2,M_36,wifi,900.0,912.0,12.0,3.45,62.49,38.9041994,-77.0619097,38.9043,-77.0612,38.9043727,-77.0605319,38.9043,-77.0612
ESC1,V02,bluetooth,911.0,915.0,4.0,10.67,33.32,38.9093443,-77.0630828,38.9096436,-77.0630861,38.9096406,-77.063092,38.9093471,-77.0630888
V06,EDGE_1,bluetooth,906.0,915.0,9.0,2.74,44.44,38.9062658,-77.059486,38.9063,-77.0599786,38.9062858,-77.0604913,38.9063,-77.0599786
V00,WIS_P,bluetooth,909.0,917.0,8.0,6.88,39.88,38.9095418,-77.0593924,38.9099,-77.0594,38.9098725,-77.0589434,38.9099,-77.0594
V07,EDGE_0,wifi,905.0,920.0,15.0,5.15,64.95,38.9041659,-77.0624861,38.9044685,-77.0631,38.9050512,-77.0630607,38.9044685,-77.0631
V01,WIS_N,wifi,910.0,922.0,12.0,5.37,60.63,38.9063,-77.0587001,38.9063,-77.0594,38.9063,-77.0600969,38.9063,-77.0594
V05,WIS_Q,wifi,916.0,928.0,12.0,4.55,61.41,38.9116857,-77.0601086,38.9117,-77.0594,38.9116991,-77.0587126,38.9117,-77.0594
V03,V06,bluetooth,934.0,938.0,4.0,33.7,40.49,38.9081014,-77.0611213,38.9077418,-77.0611912,38.9081011,-77.0607403,38.9080382,-77.0611985
V08,P_33,bluetooth,935.0,943.0,8.0,6.89,39.89,38.9102582,-77.0557122,38.9099,-77.0557,38.9099297,-77.0552435,38.9099,-77.0557
ESC2,WIS_N,wifi,932.0,944.0,12.0,7.68,62.68,38.9057376,-77.0594338,38.9063,-77.0594,38.9062747,-77.0601112,38.9063,-77.0594
V00,P_33,bluetooth,938.0,946.0,8.0,4.95,39.05,38.9098998,-77.0561508,38.9099,-77.0557,38.9099,-77.055262,38.9099,-77.0557
V08,EDGE_3,bluetooth,937.0,946.0,9.0,5.86,39.46,38.9100606,-77.0557055,38.9099,-77.0552994,38.9099218,-77.0548627,38.9099,-77.0552994
ESC2,EDGE_1,bluetooth,938.0,947.0,9.0,3.19,44.51,38.9062602,-77.0594883,38.9063,-77.0599786,38.9062835,-77.0604919,38.9063,-77.0599786
V00,EDGE_3,bluetooth,941.0,949.0,8.0,3.24,40.76,38.9099,-77.0557699,38.9099,-77.0552994,38.9099,-77.054881,38.9099,-77.0552994
ESC1,WIS_P,bluetooth,943.0,951.0,8.0,4.28,39.71,38.9099005,-77.0598584,38.9099,-77.0594,38.9099001,-77.0589696,38.9099,-77.0594
V03,WIS_O,bluetooth,944.0,952.0,8.0,6.11,39.61,38.9081004,-77.0598515,38.9081,-77.0594,38.908455,-77.0594307,38.9081,-77.0594
ESC2,V07,wifi,947.0,953.0,6.0,40.19,61.35,38.9062865,-77.0606189,38.9062331,-77.0612115,38.9062984,-77.0612529,38.9057484,-77.0612086
V02,V06,bluetooth,938.0,960.0,22.0,29.1,41.68,38.9081082,-77.0616279,38.9081367,-77.0611986,38.9098375,-77.0612004,38.9098552,-77.0607429
ESC2,V04,wifi,956.0,961.0,5.0,1.96,44.54,38.9062988,-77.0617608,38.9063211,-77.0622626,38.9062993,-77.0622687,38.906311,-77.0617548
COI,WIS_Q,wifi,950.0,962.0,12.0,5.17,60.82,38.9117032,-77.0601021,38.9117,-77.0594,38.9117002,-77.0587055,38.9117,-77.0594
V03,WIS_P,bluetooth,962.0,970.0,8.0,6.88,39.88,38.9095418,-77.0594076,38.9099,-77.0594,38.9098709,-77.0589435,38.9099,-77.0594
V07,M_36,wifi,961.0,973.0,12.0,7.23,62.23,38.904859,-77.0612033,38.9043,-77.0612,38.9043974,-77.0604997,38.9043,-77.0612
V06,WIS_P,bluetooth,966.0,974.0,8.0,6.44,39.6,38.9098848,-77.0598548,38.9099,-77.0594,38.9095451,-77.0594311,38.9099,-77.0594
ESC1,V05,wifi,970.0,975.0,5.0,55.35,64.86,38.9099,-77.0564301,38.9097646,-77.0557019,38.9099,-77.0559222,38.9093694,-77.0557014
ESC1,EDGE_3,bluetooth,975.0,978.0,3.0,40.73,43.46,38.9099,-77.0557952,38.9099,-77.0552994,38.9097423,-77.0557583,38.9099,-77.0552994
ESC1,P_33,bluetooth,972.0,980.0,8.0,8.24,41.24,38.9099,-77.0561761,38.9099,-77.0557,38.9095447,-77.0557513,38.9099,-77.0557
V04,M_36,wifi,979.0,991.0,12.0,7.11,62.11,38.9048579,-77.0612045,38.9043,-77.0612,38.9043967,-77.0604998,38.9043,-77.0612
V06,WIS_O,bluetooth,984.0,992.0,8.0,6.89,39.89,38.9084583,-77.0594077,38.9081,-77.0594,38.9081272,-77.0598567,38.9081,-77.0594
ESC1,V05,wifi,988.0,993.0,5.0,51.95,62.63,38.9086557,-77.0557197,38.9081533,-77.0559034,38.9082606,-77.0557057,38.9081364,-77.0564109
V05,O_33,wifi,981.0,993.0,12.0,9.31,64.31,38.9086777,-77.0557006,38.9081,-77.0557,38.9081364,-77.0564109,38.9081,-77.0557
V00,V08,wifi,937.0,994.0,57.0,22.74,52.71,38.9098997,-77.0562778,38.9100606,-77.0557055,38.9063571,-77.053713,38.906345,-77.054257
ESC2,EDGE_0,wifi,980.0,995.0,15.0,0.8,63.14,38.9049571,-77.0630856,38.9044685,-77.0631,38.9041108,-77.0625343,38.9044685,-77.0631
V03,EDGE_3,bluetooth,994.0,997.0,3.0,38.59,41.57,38.9099,-77.0557701,38.9099,-77.0552994,38.9097426,-77.0557345,38.9099,-77.0552994
V03,P_33,bluetooth,991.0,999.0,8.0,6.07,39.6,38.9098998,-77.056151,38.9099,-77.0557,38.909545,-77.0557304,38.9099,-77.0557
ESC1,O_33,wifi,988.0,1000.0,12.0,6.89,61.89,38.9086557,-77.0557197,38.9081,-77.0557,38.9081216,-77.0564106,38.9081,-77.0557
V07,WIS_N,wifi,993.0,1005.0,12.0,7.11,62.11,38.9057423,-77.0594216,38.9063,-77.0594,38.9062772,-77.0601107,38.9063,-77.0594
COI,EDGE_3,bluetooth,1001.0,1006.0,5.0,35.09,43.52,38.9100606,-77.0557048,38.9099,-77.0552994,38.9096658,-77.0557015,38.9099,-77.0552994
COI,P_33,bluetooth,999.0,1007.0,8.0,4.08,39.88,38.9102582,-77.0557106,38.9099,-77.0557,38.9095669,-77.0557014,38.9099,-77.0557
V07,EDGE_1,bluetooth,999.0,1008.0,9.0,2.86,44.47,38.9062642,-77.0594875,38.9063,-77.0599786,38.9062852,-77.0604915,38.9063,-77.0599786
V08,EDGE_2,wifi,1004.0,1008.0,4.0,54.15,60.59,38.9063015,-77.0556527,38.9063,-77.056302,38.9060431,-77.0556855,38.9063,-77.056302
ESC2,M_36,wifi,999.0,1011.0,12.0,3.45,62.49,38.9041994,-77.0619097,38.9043,-77.0612,38.9043727,-77.0605319,38.9043,-77.0612
V08,N_33,wifi,999.0,1011.0,12.0,4.1,61.61,38.9063212,-77.0550183,38.9063,-77.0557,38.9057466,-77.0556892,38.9063,-77.0557
V06,V07,bluetooth,1014.0,1019.0,5.0,2.32,44.4,38.9068558,-77.0611864,38.9064575,-77.0611599,38.9064606,-77.0611961,38.9068526,-77.0611695
V05,WIS_O,wifi,1010.0,1022.0,12.0,4.89,61.11,38.9081009,-77.0586946,38.9081,-77.0594,38.9081001,-77.0600914,38.9081,-77.0594
COI,O_33,wifi,1015.0,1027.0,12.0,1.7,64.3,38.9086776,-77.0557006,38.9081,-77.0557,38.9075907,-77.0557001,38.9081,-77.0557
V04,V08,wifi,1021.0,1027.0,6.0,6.83,59.93,38.9048005,-77.0565984,38.9048971,-77.0560322,38.9048701,-77.0559699,38.9048131,-77.0566578
ESC1,WIS_O,wifi,1017.0,1029.0,12.0,4.95,61.04,38.9081005,-77.0586953,38.9081,-77.0594,38.9081,-77.0600921,38.9081,-77.0594
V01,O_33,wifi,1021.0,1033.0,12.0,4.07,61.89,38.9086557,-77.055719,38.9081,-77.0557,38.9075694,-77.0557014,38.9081,-77.0557
V05,V07,wifi,1026.0,1033.0,7.0,5.03,64.76,38.9081,-77.0607262,38.907643,-77.0611888,38.9078435,-77.0611473,38.9082355,-77.0611987
V06,EDGE_1,bluetooth,1025.0,1034.0,9.0,1.33,44.32,38.9063219,-77.0604894,38.9063,-77.0599786,38.9063015,-77.0594739,38.9063,-77.0599786
ESC1,V05,wifi,1031.0,1036.0,5.0,53.96,63.41,38.9081,-77.060473,38.9079423,-77.0611439,38.9081,-77.0609809,38.9075472,-77.0611574
ESC1,V07,wifi,1031.0,1037.0,6.0,47.62,62.99,38.9081,-77.060473,38.9081367,-77.0611986,38.9081,-77.0611079,38.9086308,-77.061199
ESC2,V06,bluetooth,1033.0,1037.0,4.0,24.96,41.04,38.905935,-77.059422,38.9063015,-77.0594739,38.9062311,-77.0594041,38.9063012,-77.0590935
V06,WIS_N,bluetooth,1030.0,1038.0,8.0,4.55,39.41,38.9063091,-77.0598547,38.9063,-77.0594,38.9063011,-77.0589666,38.9063,-77.0594
COI,EDGE_2,wifi,1036.0,1043.0,7.0,52.16,62.08,38.9066025,-77.0557,38.9063,-77.056302,38.9060096,-77.0557,38.9063,-77.056302
ESC1,V02,bluetooth,1039.0,1043.0,4.0,1.85,42.93,38.9081,-77.0614888,38.9081177,-77.0617549,38.9081,-77.0618698,38.9081056,-77.0613742
ESC2,WIS_N,wifi,1031.0,1043.0,12.0,7.68,62.68,38.9057376,-77.0594338,38.9063,-77.0594,38.9062747,-77.0601112,38.9063,-77.0594
COI,V01,wifi,1003.0,1045.0,42.0,47.64,63.7,38.9098634,-77.0557017,38.9099,-77.0564277,38.905812,-77.0557,38.9063836,-77.0557001
COI,N_33,wifi,1034.0,1045.0,11.0,0.68,55.68,38.9068002,-77.0557,38.9063,-77.0557,38.905812,-77.0557,38.9063,-77.0557
ESC2,EDGE_1,bluetooth,1037.0,1046.0,9.0,3.19,44.51,38.9062602,-77.0594883,38.9063,-77.0599786,38.9062835,-77.0604919,38.9063,-77.0599786
V03,WIS_O,bluetooth,1038.0,1046.0,8.0,6.05,39.6,38.9081003,-77.0589493,38.9081,-77.0594,38.908455,-77.0593699,38.9081,-77.0594
V01,N_33,wifi,1039.0,1051.0,12.0,9.31,64.31,38.9068777,-77.0557007,38.9063,-77.0557,38.9063364,-77.0564109,38.9063,-77.0557
V01,EDGE_2,wifi,1042.0,1056.0,14.0,4.79,64.4,38.9065813,-77.0557003,38.9063,-77.056302,38.9063152,-77.0570452,38.9063,-77.056302
V02,WIS_O,bluetooth,1054.0,1062.0,8.0,6.11,39.61,38.9081004,-77.0598515,38.9081,-77.0594,38.907745,-77.0594309,38.9081,-77.0594
V00,V06,bluetooth,1059.0,1063.0,4.0,1.09,42.92,38.9062994,-77.0559066,38.9063,-77.0561731,38.9062995,-77.0562875,38.9063,-77.0557921
V06,EDGE_2,bluetooth,1054.0,1063.0,9.0,0.17,44.17,38.9063,-77.056808,38.9063,-77.056302,38.9063,-77.0557921,38.9063,-77.056302
V00,N_33,wifi,1052.0,1064.0,12.0,4.07,61.9,38.9062893,-77.0550183,38.9063,-77.0557,38.9062996,-77.0564145,38.9063,-77.0557
V03,WIS_P,bluetooth,1056.0,1064.0,8.0,4.09,39.88,38.9095418,-77.0593925,38.9099,-77.0594,38.9102332,-77.059399,38.9099,-77.0594
V07,WIS_P,bluetooth,1059.0,1067.0,8.0,6.44,39.65,38.9098848,-77.0598548,38.9099,-77.0594,38.910255,-77.0594367,38.9099,-77.0594
V00,EDGE_2,wifi,1057.0,1069.0,12.0,1.26,64.74,38.9062993,-77.0556531,38.9063,-77.056302,38.9062998,-77.0570494,38.9063,-77.056302
V08,M_36,wifi,1057.0,1069.0,12.0,1.73,64.27,38.9043719,-77.0605518,38.9043,-77.0612,38.9042231,-77.0619353,38.9043,-77.0612
V01,WIS_N,wifi,1068.0,1080.0,12.0,6.11,61.56,38.9063009,-77.0586946,38.9063,-77.0594,38.9057474,-77.0593734,38.9063,-77.0594
V02,WIS_N,bluetooth,1072.0,1080.0,8.0,4.09,39.88,38.9066582,-77.0594077,38.9063,-77.0594,38.9059668,-77.059401,38.9063,-77.0594
V03,V07,bluetooth,1059.0,1081.0,22.0,21.57,39.85,38.9098382,-77.0593987,38.9098848,-77.0598548,38.9116506,-77.0590698,38.9116382,-77.0594016
V05,V08,wifi,1078.0,1084.0,6.0,13.63,55.6,38.9047591,-77.0630951,38.9042664,-77.0629904,38.904265,-77.0630988,38.90476,-77.063017
ESC2,V08,bluetooth,1080.0,1085.0,5.0,6.84,44.55,38.9048583,-77.0630873,38.9044638,-77.063001,38.9044631,-77.0630939,38.9048587,-77.0630223
V08,EDGE_0,wifi,1073.0,1086.0,13.0,8.59,57.95,38.9041566,-77.0625644,38.9044685,-77.0631,38.9049574,-77.0630276,38.9044685,-77.0631
V07,WIS_Q,wifi,1075.0,1087.0,12.0,6.88,61.88,38.9111442,-77.0594141,38.9117,-77.0594,38.9116781,-77.0601106,38.9117,-77.0594
V05,EDGE_0,wifi,1076.0,1090.0,14.0,0.69,59.05,38.9049567,-77.0630936,38.9044685,-77.0631,38.9041836,-77.0625251,38.9044685,-77.0631
V00,WIS_N,wifi,1081.0,1093.0,12.0,5.37,60.63,38.9063,-77.0587001,38.9063,-77.0594,38.9063,-77.0600969,38.9063,-77.0594
ESC2,EDGE_0,wifi,1079.0,1094.0,15.0,0.8,63.14,38.9049571,-77.0630856,38.9044685,-77.0631,38.9041108,-77.0625343,38.9044685,-77.0631
V04,O_33,wifi,1082.0,1094.0,12.0,4.11,61.82,38.9080767,-77.0550184,38.9081,-77.0557,38.908099,-77.0564136,38.9081,-77.0557
V00,EDGE_1,bluetooth,1087.0,1096.0,9.0,0.75,44.75,38.9063,-77.059462,38.9063,-77.0599786,38.9063,-77.0604778,38.9063,-77.0599786
ESC1,WIS_P,bluetooth,1096.0,1104.0,8.0,4.28,39.71,38.9099005,-77.0598584,38.9099,-77.0594,38.9099001,-77.0589696,38.9099,-77.0594
ESC2,V05,wifi,1046.0,1106.0,60.0,21.11,62.12,38.9062865,-77.0606189,38.9064606,-77.0611945,38.9043161,-77.0610345,38.9048532,-77.0612292
V05,M_36,wifi,1094.0,1106.0,12.0,5.52,61.63,38.904239,-77.0618942,38.9043,-77.0612,38.9048532,-77.0612292,38.9043,-77.0612
V01,V05,wifi,1101.0,1107.0,6.0,47.31,64.88,38.9043817,-77.0606073,38.904458,-77.0612371,38.9043719,-77.0611536,38.904952,-77.0612272
ESC2,V02,bluetooth,1104.0,1108.0,4.0,6.08,38.08,38.904302,-77.0611602,38.9043705,-77.0607296,38.9043444,-77.0607832,38.9043144,-77.0611036
ESC2,V01,wifi,1102.0,1110.0,8.0,6.32,62.97,38.9042702,-77.06141,38.9043644,-77.0607323,38.9043727,-77.0605319,38.9046567,-77.0611605
ESC2,M_36,wifi,1098.0,1110.0,12.0,3.45,62.49,38.9041994,-77.0619097,38.9043,-77.0612,38.9043727,-77.0605319,38.9043,-77.0612
V01,M_36,wifi,1100.0,1112.0,12.0,8.15,63.15,38.9043989,-77.0604822,38.9043,-77.0612,38.9048543,-77.0611652,38.9043,-77.0612
V02,M_36,bluetooth,1104.0,1112.0,8.0,2.45,41.5,38.9043705,-77.0607296,38.9043,-77.0612,38.9042605,-77.0616056,38.9043,-77.0612
